split,num_samples,num_malware,num_benign,malware_ratio,benign_ratio,num_failed_to_analyze,analysis_failed_ratio,api_semantic_nonzero_ratio,graph_semantic_nonzero_ratio,manifest_semantic_nonzero_ratio,manifest_parse_error_ratio,multi_dex_partial_failed_ratio,q_api_mean,q_api_std,q_api_p10,q_api_p50,q_api_p90,q_api_min,q_api_max,q_graph_mean,q_graph_std,q_graph_p10,q_graph_p50,q_graph_p90,q_graph_min,q_graph_max,q_align_mean,q_align_std,q_align_p10,q_align_p50,q_align_p90,q_align_min,q_align_max,q_manifest_mean,q_manifest_std,q_manifest_p10,q_manifest_p50,q_manifest_p90,q_manifest_min,q_manifest_max
val,1499,749,750,0.49966644429619744,0.5003335557038026,0,0.0,0.9993328885923949,0.9993328885923949,1.0,0.0,0.0,0.8635921478271484,0.10328669100999832,0.7010416984558105,0.8837890625,0.99755859375,0.46064454317092896,1.0,0.9139217138290405,0.16084375977516174,0.6264204382896423,1.0,1.0,0.2135416716337204,1.0,0.5218426585197449,0.09649556875228882,0.3837939202785492,0.5493884086608887,0.5981445908546448,0.009030329063534737,0.7879185080528259,1.0,0.0,1.0,1.0,1.0,1.0,1.0
